data,data_inicio_mes,mes_numero,mes_nome,mes_nome_mmm,ano_yyyy,ano_yy,dia_numero,dia_nome,semestre
2024-10-16,2024-10-01,10,Outubro,Out,2024,24,16,Quarta-Feira,2
2024-10-17,2024-10-01,10,Outubro,Out,2024,24,17,Quinta-Feira,2
2024-10-18,2024-10-01,10,Outubro,Out,2024,24,18,Sexta-Feira,2
2024-10-19,2024-10-01,10,Outubro,Out,2024,24,19,Sábado,2
2024-10-20,2024-10-01,10,Outubro,Out,2024,24,20,Domingo,2
2024-10-21,2024-10-01,10,Outubro,Out,2024,24,21,Segunda-Feira,2
2024-10-22,2024-10-01,10,Outubro,Out,2024,24,22,Terça-Feira,2
2024-10-23,2024-10-01,10,Outubro,Out,2024,24,23,Quarta-Feira,2
2024-10-24,2024-10-01,10,Outubro,Out,2024,24,24,Quinta-Feira,2
2024-10-25,2024-10-01,10,Outubro,Out,2024,24,25,Sexta-Feira,2
2024-10-26,2024-10-01,10,Outubro,Out,2024,24,26,Sábado,2
2024-10-27,2024-10-01,10,Outubro,Out,2024,24,27,Domingo,2
2024-10-28,2024-10-01,10,Outubro,Out,2024,24,28,Segunda-Feira,2
2024-10-29,2024-10-01,10,Outubro,Out,2024,24,29,Terça-Feira,2
2024-10-30,2024-10-01,10,Outubro,Out,2024,24,30,Quarta-Feira,2
2024-10-31,2024-10-01,10,Outubro,Out,2024,24,31,Quinta-Feira,2
2022-12-01,2022-12-01,12,Dezembro,Dez,2022,22,1,Quinta-Feira,2
2022-12-02,2022-12-01,12,Dezembro,Dez,2022,22,2,Sexta-Feira,2
2022-12-03,2022-12-01,12,Dezembro,Dez,2022,22,3,Sábado,2
2022-12-04,2022-12-01,12,Dezembro,Dez,2022,22,4,Domingo,2
2022-12-05,2022-12-01,12,Dezembro,Dez,2022,22,5,Segunda-Feira,2
2022-12-06,2022-12-01,12,Dezembro,Dez,2022,22,6,Terça-Feira,2
2022-12-07,2022-12-01,12,Dezembro,Dez,2022,22,7,Quarta-Feira,2
2022-12-08,2022-12-01,12,Dezembro,Dez,2022,22,8,Quinta-Feira,2
2022-12-09,2022-12-01,12,Dezembro,Dez,2022,22,9,Sexta-Feira,2
2022-12-10,2022-12-01,12,Dezembro,Dez,2022,22,10,Sábado,2
